average,0,1,2,3
0,0.5788018100401591,-2.1293195074510094,2.8940744009357493,-0.3435567035249005
0.1,0.6401546624835263,-1.5305704866453818,2.145305967928201,-0.2548901437663473
0.2,0.6699386295359805,-1.0301012980363908,1.5417486947684658,-0.18158602626805648
0.30000000000000004,0.6728114273669417,-0.6196038263124146,1.068874408516245,-0.12208200957077286
0.4,0.6534307721458296,-0.2907699561618324,0.7121549362312437,-0.07481575221524149
0.5,0.6164543800420637,-0.03529157227302254,0.4570621049731659,-0.038224912742207365
0.6000000000000001,0.5665399672250636,0.1551394406656362,0.28906774180171546,-0.010747149692415369
0.7000000000000001,0.5083452498642492,0.2888311979657646,0.19364367377659658,0.00917987839338943
0.8,0.4465279441290402,0.3740918149389845,0.1562617279575131,0.02311851297446211
0.9,0.3857457661888561,0.419229406896917,0.16239373140416918,0.03263109551005769
1,0.3306564322131167,0.4325520891511833,0.19751151117626875,0.03927996745943119
1.1,0.2859176583712416,0.4223679770134047,0.2470868943335159,0.04462747028183767
1.2000000000000002,0.2561871608326506,0.39698518579520253,0.29659170793561473,0.05023594543653211
1.3,0.24612265576676326,0.3647118308081981,0.331497779042269,0.05766773438276956
1.4000000000000001,0.26038185934299934,0.3338560273640125,0.33727693471318304,0.06848517857980504
1.5,0.30362248773077843,0.31272589077426716,0.2994010020080608,0.08425061948689357
1.6,0.38050225709952046,0.30962953635058327,0.20334180798660617,0.1065263985632902
1.7000000000000002,0.49567888361864493,0.3328750794045822,0.034571179708523025,0.13687485726824997
1.8,0.6538100834575712,0.390770635247885,-0.2214390557664837,0.17685833706102783
1.9000000000000001,0.8595535727857195,0.4916243191921133,-0.5792170713787113,0.22803917940087892
2,1.1175670677725091,0.6437442465488878,-1.053291040068454,0.29197972574705805
2.1,1.43250828458736,0.8554385326298306,-1.65818913477601,0.37024231755882053
2.2,1.8090349393996925,1.1350152927465627,-2.4084395284416753,0.4643892962954214
2.3000000000000003,2.251804748378925,1.4907826422107053,-3.318570394005744,0.5759830034161155
2.4000000000000004,2.7654754276944784,1.9310486963338795,-4.403109904408513,0.7065857803801581
2.5,3.354704693515769,2.4641215704277046,-5.676586232590274,0.8577599686468032
